grid_id,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon
VN_22.45_107.00,22.445,106.995,22.4,22.49,106.95,107.04
VN_22.45_107.08,22.445,107.085,22.4,22.49,107.04,107.13
VN_22.45_107.17,22.445,107.175,22.4,22.49,107.13,107.22
VN_22.45_107.27,22.445,107.265,22.4,22.49,107.22,107.31
VN_22.45_107.36,22.445,107.355,22.4,22.49,107.31,107.4
VN_22.45_107.44,22.445,107.445,22.4,22.49,107.4,107.49
VN_22.45_107.53,22.445,107.535,22.4,22.49,107.49,107.58
VN_22.45_107.62,22.445,107.625,22.4,22.49,107.58,107.67
VN_22.45_107.72,22.445,107.715,22.4,22.49,107.67,107.76
VN_22.45_107.81,22.445,107.805,22.4,22.49,107.76,107.85
VN_22.45_107.89,22.445,107.895,22.4,22.49,107.85,107.94
VN_22.45_107.98,22.445,107.985,22.4,22.49,107.94,108.03
VN_22.45_108.08,22.445,108.075,22.4,22.49,108.03,108.12
VN_22.45_108.17,22.445,108.165,22.4,22.49,108.12,108.21
VN_22.45_108.25,22.445,108.255,22.4,22.49,108.21,108.3
VN_22.45_108.34,22.445,108.345,22.4,22.49,108.3,108.39
VN_22.45_108.44,22.445,108.435,22.4,22.49,108.39,108.48
VN_22.45_108.53,22.445,108.525,22.4,22.49,108.48,108.57
VN_22.45_108.61,22.445,108.615,22.4,22.49,108.57,108.66
VN_22.45_108.70,22.445,108.705,22.4,22.49,108.66,108.75
VN_22.45_108.80,22.445,108.795,22.4,22.49,108.75,108.84
VN_22.45_108.89,22.445,108.885,22.4,22.49,108.84,108.93
VN_22.45_108.97,22.445,108.975,22.4,22.49,108.93,109.02
VN_22.45_109.06,22.445,109.065,22.4,22.49,109.02,109.11
VN_22.45_109.16,22.445,109.155,22.4,22.49,109.11,109.2
VN_22.45_109.25,22.445,109.245,22.4,22.49,109.2,109.29
VN_22.45_109.33,22.445,109.335,22.4,22.49,109.29,109.38
VN_22.45_109.42,22.445,109.425,22.4,22.49,109.38,109.47
VN_22.45_109.52,22.445,109.515,22.4,22.49,109.47,109.56
VN_22.45_109.61,22.445,109.605,22.4,22.49,109.56,109.65
VN_22.45_109.69,22.445,109.695,22.4,22.49,109.65,109.74
VN_22.45_109.78,22.445,109.785,22.4,22.49,109.74,109.83
VN_22.45_109.88,22.445,109.875,22.4,22.49,109.83,109.92
VN_22.45_109.97,22.445,109.965,22.4,22.49,109.92,110.01
VN_22.54_102.05,22.535,102.045,22.49,22.58,102.0,102.09
VN_22.54_102.14,22.535,102.135,22.49,22.58,102.09,102.18
VN_22.54_102.22,22.535,102.225,22.49,22.58,102.18,102.27
VN_22.54_102.31,22.535,102.315,22.49,22.58,102.27,102.36
VN_22.54_102.41,22.535,102.405,22.49,22.58,102.36,102.45
VN_22.54_102.50,22.535,102.495,22.49,22.58,102.45,102.54
VN_22.54_102.58,22.535,102.585,22.49,22.58,102.54,102.63
VN_22.54_102.67,22.535,102.675,22.49,22.58,102.63,102.72
VN_22.54_102.77,22.535,102.765,22.49,22.58,102.72,102.81
VN_22.54_102.86,22.535,102.855,22.49,22.58,102.81,102.9
VN_22.54_102.94,22.535,102.945,22.49,22.58,102.9,102.99
VN_22.54_103.03,22.535,103.035,22.49,22.58,102.99,103.08
VN_22.54_103.12,22.535,103.125,22.49,22.58,103.08,103.17
VN_22.54_103.22,22.535,103.215,22.49,22.58,103.17,103.26
VN_22.54_103.31,22.535,103.305,22.49,22.58,103.26,103.35
VN_22.54_103.39,22.535,103.395,22.49,22.58,103.35,103.44
VN_22.54_103.48,22.535,103.485,22.49,22.58,103.44,103.53
VN_22.54_103.58,22.535,103.575,22.49,22.58,103.53,103.62
VN_22.54_103.67,22.535,103.665,22.49,22.58,103.62,103.71
VN_22.54_103.75,22.535,103.755,22.49,22.58,103.71,103.8
VN_22.54_103.84,22.535,103.845,22.49,22.58,103.8,103.89
VN_22.54_103.94,22.535,103.935,22.49,22.58,103.89,103.98
VN_22.54_104.03,22.535,104.025,22.49,22.58,103.98,104.07
VN_22.54_104.11,22.535,104.115,22.49,22.58,104.07,104.16
VN_22.54_104.20,22.535,104.205,22.49,22.58,104.16,104.25
VN_22.54_104.30,22.535,104.295,22.49,22.58,104.25,104.34
VN_22.54_104.39,22.535,104.385,22.49,22.58,104.34,104.43
VN_22.54_104.47,22.535,104.475,22.49,22.58,104.43,104.52
VN_22.54_104.56,22.535,104.565,22.49,22.58,104.52,104.61
VN_22.54_104.66,22.535,104.655,22.49,22.58,104.61,104.7
VN_22.54_104.75,22.535,104.745,22.49,22.58,104.7,104.79
VN_22.54_104.83,22.535,104.835,22.49,22.58,104.79,104.88
VN_22.54_104.92,22.535,104.925,22.49,22.58,104.88,104.97
VN_22.54_105.02,22.535,105.015,22.49,22.58,104.97,105.06
VN_22.54_105.11,22.535,105.105,22.49,22.58,105.06,105.15
VN_22.54_105.19,22.535,105.195,22.49,22.58,105.15,105.24
VN_22.54_105.28,22.535,105.285,22.49,22.58,105.24,105.33
VN_22.54_105.38,22.535,105.375,22.49,22.58,105.33,105.42
VN_22.54_105.47,22.535,105.465,22.49,22.58,105.42,105.51
VN_22.54_105.56,22.535,105.555,22.49,22.58,105.51,105.6
VN_22.54_105.64,22.535,105.645,22.49,22.58,105.6,105.69
VN_22.54_105.73,22.535,105.735,22.49,22.58,105.69,105.78
VN_22.54_105.83,22.535,105.825,22.49,22.58,105.78,105.87
VN_22.54_105.92,22.535,105.915,22.49,22.58,105.87,105.96
VN_22.54_106.00,22.535,106.005,22.49,22.58,105.96,106.05
VN_22.54_106.09,22.535,106.095,22.49,22.58,106.05,106.14
VN_22.54_106.19,22.535,106.185,22.49,22.58,106.14,106.23
VN_22.54_106.28,22.535,106.275,22.49,22.58,106.23,106.32
VN_22.54_106.36,22.535,106.365,22.49,22.58,106.32,106.41
VN_22.54_106.45,22.535,106.455,22.49,22.58,106.41,106.5
VN_22.54_106.55,22.535,106.545,22.49,22.58,106.5,106.59
VN_22.54_106.64,22.535,106.635,22.49,22.58,106.59,106.68
VN_22.54_106.72,22.535,106.725,22.49,22.58,106.68,106.77
VN_22.54_106.81,22.535,106.815,22.49,22.58,106.77,106.86
VN_22.54_106.91,22.535,106.905,22.49,22.58,106.86,106.95
VN_22.54_107.00,22.535,106.995,22.49,22.58,106.95,107.04
VN_22.54_107.08,22.535,107.085,22.49,22.58,107.04,107.13
VN_22.54_107.17,22.535,107.175,22.49,22.58,107.13,107.22
VN_22.54_107.27,22.535,107.265,22.49,22.58,107.22,107.31
VN_22.54_107.36,22.535,107.355,22.49,22.58,107.31,107.4
VN_22.54_107.44,22.535,107.445,22.49,22.58,107.4,107.49
VN_22.54_107.53,22.535,107.535,22.49,22.58,107.49,107.58
VN_22.54_107.62,22.535,107.625,22.49,22.58,107.58,107.67
VN_22.54_107.72,22.535,107.715,22.49,22.58,107.67,107.76
VN_22.54_107.81,22.535,107.805,22.49,22.58,107.76,107.85
VN_22.54_107.89,22.535,107.895,22.49,22.58,107.85,107.94
VN_22.54_107.98,22.535,107.985,22.49,22.58,107.94,108.03
VN_22.54_108.08,22.535,108.075,22.49,22.58,108.03,108.12
VN_22.54_108.17,22.535,108.165,22.49,22.58,108.12,108.21
VN_22.54_108.25,22.535,108.255,22.49,22.58,108.21,108.3
VN_22.54_108.34,22.535,108.345,22.49,22.58,108.3,108.39
VN_22.54_108.44,22.535,108.435,22.49,22.58,108.39,108.48
VN_22.54_108.53,22.535,108.525,22.49,22.58,108.48,108.57
VN_22.54_108.61,22.535,108.615,22.49,22.58,108.57,108.66
VN_22.54_108.70,22.535,108.705,22.49,22.58,108.66,108.75
VN_22.54_108.80,22.535,108.795,22.49,22.58,108.75,108.84
VN_22.54_108.89,22.535,108.885,22.49,22.58,108.84,108.93
VN_22.54_108.97,22.535,108.975,22.49,22.58,108.93,109.02
VN_22.54_109.06,22.535,109.065,22.49,22.58,109.02,109.11
VN_22.54_109.16,22.535,109.155,22.49,22.58,109.11,109.2
VN_22.54_109.25,22.535,109.245,22.49,22.58,109.2,109.29
VN_22.54_109.33,22.535,109.335,22.49,22.58,109.29,109.38
VN_22.54_109.42,22.535,109.425,22.49,22.58,109.38,109.47
VN_22.54_109.52,22.535,109.515,22.49,22.58,109.47,109.56
VN_22.54_109.61,22.535,109.605,22.49,22.58,109.56,109.65
VN_22.54_109.69,22.535,109.695,22.49,22.58,109.65,109.74
VN_22.54_109.78,22.535,109.785,22.49,22.58,109.74,109.83
VN_22.54_109.88,22.535,109.875,22.49,22.58,109.83,109.92
VN_22.54_109.97,22.535,109.965,22.49,22.58,109.92,110.01
VN_22.62_102.05,22.625,102.045,22.58,22.67,102.0,102.09
VN_22.62_102.14,22.625,102.135,22.58,22.67,102.09,102.18
VN_22.62_102.22,22.625,102.225,22.58,22.67,102.18,102.27
VN_22.62_102.31,22.625,102.315,22.58,22.67,102.27,102.36
VN_22.62_102.41,22.625,102.405,22.58,22.67,102.36,102.45
VN_22.62_102.50,22.625,102.495,22.58,22.67,102.45,102.54
VN_22.62_102.58,22.625,102.585,22.58,22.67,102.54,102.63
VN_22.62_102.67,22.625,102.675,22.58,22.67,102.63,102.72
VN_22.62_102.77,22.625,102.765,22.58,22.67,102.72,102.81
VN_22.62_102.86,22.625,102.855,22.58,22.67,102.81,102.9
VN_22.62_102.94,22.625,102.945,22.58,22.67,102.9,102.99
VN_22.62_103.03,22.625,103.035,22.58,22.67,102.99,103.08
VN_22.62_103.12,22.625,103.125,22.58,22.67,103.08,103.17
VN_22.62_103.22,22.625,103.215,22.58,22.67,103.17,103.26
VN_22.62_103.31,22.625,103.305,22.58,22.67,103.26,103.35
VN_22.62_103.39,22.625,103.395,22.58,22.67,103.35,103.44
VN_22.62_103.48,22.625,103.485,22.58,22.67,103.44,103.53
VN_22.62_103.58,22.625,103.575,22.58,22.67,103.53,103.62
VN_22.62_103.67,22.625,103.665,22.58,22.67,103.62,103.71
VN_22.62_103.75,22.625,103.755,22.58,22.67,103.71,103.8
VN_22.62_103.84,22.625,103.845,22.58,22.67,103.8,103.89
VN_22.62_103.94,22.625,103.935,22.58,22.67,103.89,103.98
VN_22.62_104.03,22.625,104.025,22.58,22.67,103.98,104.07
VN_22.62_104.11,22.625,104.115,22.58,22.67,104.07,104.16
VN_22.62_104.20,22.625,104.205,22.58,22.67,104.16,104.25
VN_22.62_104.30,22.625,104.295,22.58,22.67,104.25,104.34
VN_22.62_104.39,22.625,104.385,22.58,22.67,104.34,104.43
VN_22.62_104.47,22.625,104.475,22.58,22.67,104.43,104.52
VN_22.62_104.56,22.625,104.565,22.58,22.67,104.52,104.61
VN_22.62_104.66,22.625,104.655,22.58,22.67,104.61,104.7
VN_22.62_104.75,22.625,104.745,22.58,22.67,104.7,104.79
VN_22.62_104.83,22.625,104.835,22.58,22.67,104.79,104.88
VN_22.62_104.92,22.625,104.925,22.58,22.67,104.88,104.97
VN_22.62_105.02,22.625,105.015,22.58,22.67,104.97,105.06
VN_22.62_105.11,22.625,105.105,22.58,22.67,105.06,105.15
VN_22.62_105.19,22.625,105.195,22.58,22.67,105.15,105.24
VN_22.62_105.28,22.625,105.285,22.58,22.67,105.24,105.33
VN_22.62_105.38,22.625,105.375,22.58,22.67,105.33,105.42
VN_22.62_105.47,22.625,105.465,22.58,22.67,105.42,105.51
VN_22.62_105.56,22.625,105.555,22.58,22.67,105.51,105.6
VN_22.62_105.64,22.625,105.645,22.58,22.67,105.6,105.69
VN_22.62_105.73,22.625,105.735,22.58,22.67,105.69,105.78
VN_22.62_105.83,22.625,105.825,22.58,22.67,105.78,105.87
VN_22.62_105.92,22.625,105.915,22.58,22.67,105.87,105.96
VN_22.62_106.00,22.625,106.005,22.58,22.67,105.96,106.05
VN_22.62_106.09,22.625,106.095,22.58,22.67,106.05,106.14
VN_22.62_106.19,22.625,106.185,22.58,22.67,106.14,106.23
VN_22.62_106.28,22.625,106.275,22.58,22.67,106.23,106.32
VN_22.62_106.36,22.625,106.365,22.58,22.67,106.32,106.41
VN_22.62_106.45,22.625,106.455,22.58,22.67,106.41,106.5
VN_22.62_106.55,22.625,106.545,22.58,22.67,106.5,106.59
VN_22.62_106.64,22.625,106.635,22.58,22.67,106.59,106.68
VN_22.62_106.72,22.625,106.725,22.58,22.67,106.68,106.77
VN_22.62_106.81,22.625,106.815,22.58,22.67,106.77,106.86
VN_22.62_106.91,22.625,106.905,22.58,22.67,106.86,106.95
VN_22.62_107.00,22.625,106.995,22.58,22.67,106.95,107.04
VN_22.62_107.08,22.625,107.085,22.58,22.67,107.04,107.13
VN_22.62_107.17,22.625,107.175,22.58,22.67,107.13,107.22
VN_22.62_107.27,22.625,107.265,22.58,22.67,107.22,107.31
VN_22.62_107.36,22.625,107.355,22.58,22.67,107.31,107.4
VN_22.62_107.44,22.625,107.445,22.58,22.67,107.4,107.49
VN_22.62_107.53,22.625,107.535,22.58,22.67,107.49,107.58
VN_22.62_107.62,22.625,107.625,22.58,22.67,107.58,107.67
VN_22.62_107.72,22.625,107.715,22.58,22.67,107.67,107.76
VN_22.62_107.81,22.625,107.805,22.58,22.67,107.76,107.85
VN_22.62_107.89,22.625,107.895,22.58,22.67,107.85,107.94
VN_22.62_107.98,22.625,107.985,22.58,22.67,107.94,108.03
VN_22.62_108.08,22.625,108.075,22.58,22.67,108.03,108.12
VN_22.62_108.17,22.625,108.165,22.58,22.67,108.12,108.21
VN_22.62_108.25,22.625,108.255,22.58,22.67,108.21,108.3
VN_22.62_108.34,22.625,108.345,22.58,22.67,108.3,108.39
VN_22.62_108.44,22.625,108.435,22.58,22.67,108.39,108.48
VN_22.62_108.53,22.625,108.525,22.58,22.67,108.48,108.57
VN_22.62_108.61,22.625,108.615,22.58,22.67,108.57,108.66
VN_22.62_108.70,22.625,108.705,22.58,22.67,108.66,108.75
VN_22.62_108.80,22.625,108.795,22.58,22.67,108.75,108.84
VN_22.62_108.89,22.625,108.885,22.58,22.67,108.84,108.93
VN_22.62_108.97,22.625,108.975,22.58,22.67,108.93,109.02
VN_22.62_109.06,22.625,109.065,22.58,22.67,109.02,109.11
VN_22.62_109.16,22.625,109.155,22.58,22.67,109.11,109.2
VN_22.62_109.25,22.625,109.245,22.58,22.67,109.2,109.29
VN_22.62_109.33,22.625,109.335,22.58,22.67,109.29,109.38
VN_22.62_109.42,22.625,109.425,22.58,22.67,109.38,109.47
VN_22.62_109.52,22.625,109.515,22.58,22.67,109.47,109.56
VN_22.62_109.61,22.625,109.605,22.58,22.67,109.56,109.65
VN_22.62_109.69,22.625,109.695,22.58,22.67,109.65,109.74
VN_22.62_109.78,22.625,109.785,22.58,22.67,109.74,109.83
VN_22.62_109.88,22.625,109.875,22.58,22.67,109.83,109.92
VN_22.62_109.97,22.625,109.965,22.58,22.67,109.92,110.01
VN_22.71_102.05,22.715,102.045,22.67,22.76,102.0,102.09
VN_22.71_102.14,22.715,102.135,22.67,22.76,102.09,102.18
VN_22.71_102.22,22.715,102.225,22.67,22.76,102.18,102.27
VN_22.71_102.31,22.715,102.315,22.67,22.76,102.27,102.36
VN_22.71_102.41,22.715,102.405,22.67,22.76,102.36,102.45
VN_22.71_102.50,22.715,102.495,22.67,22.76,102.45,102.54
VN_22.71_102.58,22.715,102.585,22.67,22.76,102.54,102.63
VN_22.71_102.67,22.715,102.675,22.67,22.76,102.63,102.72
VN_22.71_102.77,22.715,102.765,22.67,22.76,102.72,102.81
VN_22.71_102.86,22.715,102.855,22.67,22.76,102.81,102.9
VN_22.71_102.94,22.715,102.945,22.67,22.76,102.9,102.99
VN_22.71_103.03,22.715,103.035,22.67,22.76,102.99,103.08
VN_22.71_103.12,22.715,103.125,22.67,22.76,103.08,103.17
VN_22.71_103.22,22.715,103.215,22.67,22.76,103.17,103.26
VN_22.71_103.31,22.715,103.305,22.67,22.76,103.26,103.35
VN_22.71_103.39,22.715,103.395,22.67,22.76,103.35,103.44
VN_22.71_103.48,22.715,103.485,22.67,22.76,103.44,103.53
VN_22.71_103.58,22.715,103.575,22.67,22.76,103.53,103.62
VN_22.71_103.67,22.715,103.665,22.67,22.76,103.62,103.71
VN_22.71_103.75,22.715,103.755,22.67,22.76,103.71,103.8
VN_22.71_103.84,22.715,103.845,22.67,22.76,103.8,103.89
VN_22.71_103.94,22.715,103.935,22.67,22.76,103.89,103.98
VN_22.71_104.03,22.715,104.025,22.67,22.76,103.98,104.07
VN_22.71_104.11,22.715,104.115,22.67,22.76,104.07,104.16
VN_22.71_104.20,22.715,104.205,22.67,22.76,104.16,104.25
VN_22.71_104.30,22.715,104.295,22.67,22.76,104.25,104.34
VN_22.71_104.39,22.715,104.385,22.67,22.76,104.34,104.43
VN_22.71_104.47,22.715,104.475,22.67,22.76,104.43,104.52
VN_22.71_104.56,22.715,104.565,22.67,22.76,104.52,104.61
VN_22.71_104.66,22.715,104.655,22.67,22.76,104.61,104.7
VN_22.71_104.75,22.715,104.745,22.67,22.76,104.7,104.79
VN_22.71_104.83,22.715,104.835,22.67,22.76,104.79,104.88
VN_22.71_104.92,22.715,104.925,22.67,22.76,104.88,104.97
VN_22.71_105.02,22.715,105.015,22.67,22.76,104.97,105.06
VN_22.71_105.11,22.715,105.105,22.67,22.76,105.06,105.15
VN_22.71_105.19,22.715,105.195,22.67,22.76,105.15,105.24
VN_22.71_105.28,22.715,105.285,22.67,22.76,105.24,105.33
VN_22.71_105.38,22.715,105.375,22.67,22.76,105.33,105.42
VN_22.71_105.47,22.715,105.465,22.67,22.76,105.42,105.51
VN_22.71_105.56,22.715,105.555,22.67,22.76,105.51,105.6
VN_22.71_105.64,22.715,105.645,22.67,22.76,105.6,105.69
VN_22.71_105.73,22.715,105.735,22.67,22.76,105.69,105.78
VN_22.71_105.83,22.715,105.825,22.67,22.76,105.78,105.87
VN_22.71_105.92,22.715,105.915,22.67,22.76,105.87,105.96
VN_22.71_106.00,22.715,106.005,22.67,22.76,105.96,106.05
VN_22.71_106.09,22.715,106.095,22.67,22.76,106.05,106.14
VN_22.71_106.19,22.715,106.185,22.67,22.76,106.14,106.23
VN_22.71_106.28,22.715,106.275,22.67,22.76,106.23,106.32
VN_22.71_106.36,22.715,106.365,22.67,22.76,106.32,106.41
VN_22.71_106.45,22.715,106.455,22.67,22.76,106.41,106.5
VN_22.71_106.55,22.715,106.545,22.67,22.76,106.5,106.59
VN_22.71_106.64,22.715,106.635,22.67,22.76,106.59,106.68
VN_22.71_106.72,22.715,106.725,22.67,22.76,106.68,106.77
VN_22.71_106.81,22.715,106.815,22.67,22.76,106.77,106.86
VN_22.71_106.91,22.715,106.905,22.67,22.76,106.86,106.95
VN_22.71_107.00,22.715,106.995,22.67,22.76,106.95,107.04
VN_22.71_107.08,22.715,107.085,22.67,22.76,107.04,107.13
VN_22.71_107.17,22.715,107.175,22.67,22.76,107.13,107.22
VN_22.71_107.27,22.715,107.265,22.67,22.76,107.22,107.31
VN_22.71_107.36,22.715,107.355,22.67,22.76,107.31,107.4
VN_22.71_107.44,22.715,107.445,22.67,22.76,107.4,107.49
VN_22.71_107.53,22.715,107.535,22.67,22.76,107.49,107.58
VN_22.71_107.62,22.715,107.625,22.67,22.76,107.58,107.67
VN_22.71_107.72,22.715,107.715,22.67,22.76,107.67,107.76
VN_22.71_107.81,22.715,107.805,22.67,22.76,107.76,107.85
VN_22.71_107.89,22.715,107.895,22.67,22.76,107.85,107.94
VN_22.71_107.98,22.715,107.985,22.67,22.76,107.94,108.03
VN_22.71_108.08,22.715,108.075,22.67,22.76,108.03,108.12
VN_22.71_108.17,22.715,108.165,22.67,22.76,108.12,108.21
VN_22.71_108.25,22.715,108.255,22.67,22.76,108.21,108.3
VN_22.71_108.34,22.715,108.345,22.67,22.76,108.3,108.39
VN_22.71_108.44,22.715,108.435,22.67,22.76,108.39,108.48
VN_22.71_108.53,22.715,108.525,22.67,22.76,108.48,108.57
VN_22.71_108.61,22.715,108.615,22.67,22.76,108.57,108.66
VN_22.71_108.70,22.715,108.705,22.67,22.76,108.66,108.75
VN_22.71_108.80,22.715,108.795,22.67,22.76,108.75,108.84
VN_22.71_108.89,22.715,108.885,22.67,22.76,108.84,108.93
VN_22.71_108.97,22.715,108.975,22.67,22.76,108.93,109.02
VN_22.71_109.06,22.715,109.065,22.67,22.76,109.02,109.11
VN_22.71_109.16,22.715,109.155,22.67,22.76,109.11,109.2
VN_22.71_109.25,22.715,109.245,22.67,22.76,109.2,109.29
VN_22.71_109.33,22.715,109.335,22.67,22.76,109.29,109.38
VN_22.71_109.42,22.715,109.425,22.67,22.76,109.38,109.47
VN_22.71_109.52,22.715,109.515,22.67,22.76,109.47,109.56
VN_22.71_109.61,22.715,109.605,22.67,22.76,109.56,109.65
VN_22.71_109.69,22.715,109.695,22.67,22.76,109.65,109.74
VN_22.71_109.78,22.715,109.785,22.67,22.76,109.74,109.83
VN_22.71_109.88,22.715,109.875,22.67,22.76,109.83,109.92
VN_22.71_109.97,22.715,109.965,22.67,22.76,109.92,110.01
VN_22.80_102.05,22.805,102.045,22.76,22.85,102.0,102.09
VN_22.80_102.14,22.805,102.135,22.76,22.85,102.09,102.18
VN_22.80_102.22,22.805,102.225,22.76,22.85,102.18,102.27
VN_22.80_102.31,22.805,102.315,22.76,22.85,102.27,102.36
VN_22.80_102.41,22.805,102.405,22.76,22.85,102.36,102.45
VN_22.80_102.50,22.805,102.495,22.76,22.85,102.45,102.54
VN_22.80_102.58,22.805,102.585,22.76,22.85,102.54,102.63
VN_22.80_102.67,22.805,102.675,22.76,22.85,102.63,102.72
VN_22.80_102.77,22.805,102.765,22.76,22.85,102.72,102.81
VN_22.80_102.86,22.805,102.855,22.76,22.85,102.81,102.9
VN_22.80_102.94,22.805,102.945,22.76,22.85,102.9,102.99
VN_22.80_103.03,22.805,103.035,22.76,22.85,102.99,103.08
VN_22.80_103.12,22.805,103.125,22.76,22.85,103.08,103.17
VN_22.80_103.22,22.805,103.215,22.76,22.85,103.17,103.26
VN_22.80_103.31,22.805,103.305,22.76,22.85,103.26,103.35
VN_22.80_103.39,22.805,103.395,22.76,22.85,103.35,103.44
VN_22.80_103.48,22.805,103.485,22.76,22.85,103.44,103.53
VN_22.80_103.58,22.805,103.575,22.76,22.85,103.53,103.62
VN_22.80_103.67,22.805,103.665,22.76,22.85,103.62,103.71
VN_22.80_103.75,22.805,103.755,22.76,22.85,103.71,103.8
VN_22.80_103.84,22.805,103.845,22.76,22.85,103.8,103.89
VN_22.80_103.94,22.805,103.935,22.76,22.85,103.89,103.98
VN_22.80_104.03,22.805,104.025,22.76,22.85,103.98,104.07
VN_22.80_104.11,22.805,104.115,22.76,22.85,104.07,104.16
VN_22.80_104.20,22.805,104.205,22.76,22.85,104.16,104.25
VN_22.80_104.30,22.805,104.295,22.76,22.85,104.25,104.34
VN_22.80_104.39,22.805,104.385,22.76,22.85,104.34,104.43
VN_22.80_104.47,22.805,104.475,22.76,22.85,104.43,104.52
VN_22.80_104.56,22.805,104.565,22.76,22.85,104.52,104.61
VN_22.80_104.66,22.805,104.655,22.76,22.85,104.61,104.7
VN_22.80_104.75,22.805,104.745,22.76,22.85,104.7,104.79
VN_22.80_104.83,22.805,104.835,22.76,22.85,104.79,104.88
VN_22.80_104.92,22.805,104.925,22.76,22.85,104.88,104.97
VN_22.80_105.02,22.805,105.015,22.76,22.85,104.97,105.06
VN_22.80_105.11,22.805,105.105,22.76,22.85,105.06,105.15
VN_22.80_105.19,22.805,105.195,22.76,22.85,105.15,105.24
VN_22.80_105.28,22.805,105.285,22.76,22.85,105.24,105.33
VN_22.80_105.38,22.805,105.375,22.76,22.85,105.33,105.42
VN_22.80_105.47,22.805,105.465,22.76,22.85,105.42,105.51
VN_22.80_105.56,22.805,105.555,22.76,22.85,105.51,105.6
VN_22.80_105.64,22.805,105.645,22.76,22.85,105.6,105.69
VN_22.80_105.73,22.805,105.735,22.76,22.85,105.69,105.78
VN_22.80_105.83,22.805,105.825,22.76,22.85,105.78,105.87
VN_22.80_105.92,22.805,105.915,22.76,22.85,105.87,105.96
VN_22.80_106.00,22.805,106.005,22.76,22.85,105.96,106.05
VN_22.80_106.09,22.805,106.095,22.76,22.85,106.05,106.14
VN_22.80_106.19,22.805,106.185,22.76,22.85,106.14,106.23
VN_22.80_106.28,22.805,106.275,22.76,22.85,106.23,106.32
VN_22.80_106.36,22.805,106.365,22.76,22.85,106.32,106.41
VN_22.80_106.45,22.805,106.455,22.76,22.85,106.41,106.5
VN_22.80_106.55,22.805,106.545,22.76,22.85,106.5,106.59
VN_22.80_106.64,22.805,106.635,22.76,22.85,106.59,106.68
VN_22.80_106.72,22.805,106.725,22.76,22.85,106.68,106.77
VN_22.80_106.81,22.805,106.815,22.76,22.85,106.77,106.86
VN_22.80_106.91,22.805,106.905,22.76,22.85,106.86,106.95
VN_22.80_107.00,22.805,106.995,22.76,22.85,106.95,107.04
VN_22.80_107.08,22.805,107.085,22.76,22.85,107.04,107.13
VN_22.80_107.17,22.805,107.175,22.76,22.85,107.13,107.22
VN_22.80_107.27,22.805,107.265,22.76,22.85,107.22,107.31
VN_22.80_107.36,22.805,107.355,22.76,22.85,107.31,107.4
VN_22.80_107.44,22.805,107.445,22.76,22.85,107.4,107.49
VN_22.80_107.53,22.805,107.535,22.76,22.85,107.49,107.58
VN_22.80_107.62,22.805,107.625,22.76,22.85,107.58,107.67
VN_22.80_107.72,22.805,107.715,22.76,22.85,107.67,107.76
VN_22.80_107.81,22.805,107.805,22.76,22.85,107.76,107.85
VN_22.80_107.89,22.805,107.895,22.76,22.85,107.85,107.94
VN_22.80_107.98,22.805,107.985,22.76,22.85,107.94,108.03
VN_22.80_108.08,22.805,108.075,22.76,22.85,108.03,108.12
VN_22.80_108.17,22.805,108.165,22.76,22.85,108.12,108.21
VN_22.80_108.25,22.805,108.255,22.76,22.85,108.21,108.3
VN_22.80_108.34,22.805,108.345,22.76,22.85,108.3,108.39
VN_22.80_108.44,22.805,108.435,22.76,22.85,108.39,108.48
VN_22.80_108.53,22.805,108.525,22.76,22.85,108.48,108.57
VN_22.80_108.61,22.805,108.615,22.76,22.85,108.57,108.66
VN_22.80_108.70,22.805,108.705,22.76,22.85,108.66,108.75
VN_22.80_108.80,22.805,108.795,22.76,22.85,108.75,108.84
VN_22.80_108.89,22.805,108.885,22.76,22.85,108.84,108.93
VN_22.80_108.97,22.805,108.975,22.76,22.85,108.93,109.02
VN_22.80_109.06,22.805,109.065,22.76,22.85,109.02,109.11
VN_22.80_109.16,22.805,109.155,22.76,22.85,109.11,109.2
VN_22.80_109.25,22.805,109.245,22.76,22.85,109.2,109.29
VN_22.80_109.33,22.805,109.335,22.76,22.85,109.29,109.38
VN_22.80_109.42,22.805,109.425,22.76,22.85,109.38,109.47
VN_22.80_109.52,22.805,109.515,22.76,22.85,109.47,109.56
VN_22.80_109.61,22.805,109.605,22.76,22.85,109.56,109.65
VN_22.80_109.69,22.805,109.695,22.76,22.85,109.65,109.74
VN_22.80_109.78,22.805,109.785,22.76,22.85,109.74,109.83
VN_22.80_109.88,22.805,109.875,22.76,22.85,109.83,109.92
VN_22.80_109.97,22.805,109.965,22.76,22.85,109.92,110.01
VN_22.89_102.05,22.895,102.045,22.85,22.94,102.0,102.09
VN_22.89_102.14,22.895,102.135,22.85,22.94,102.09,102.18
VN_22.89_102.22,22.895,102.225,22.85,22.94,102.18,102.27
VN_22.89_102.31,22.895,102.315,22.85,22.94,102.27,102.36
VN_22.89_102.41,22.895,102.405,22.85,22.94,102.36,102.45
VN_22.89_102.50,22.895,102.495,22.85,22.94,102.45,102.54
VN_22.89_102.58,22.895,102.585,22.85,22.94,102.54,102.63
VN_22.89_102.67,22.895,102.675,22.85,22.94,102.63,102.72
VN_22.89_102.77,22.895,102.765,22.85,22.94,102.72,102.81
